,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMT,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK.B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
1/31/2012,456.48,,54.15,57.34,30.95,58.63,25.11,28.85,67.93,63.51,194.44,50.14,74.18,7.13,117.95,20.13,529.49,182,32.24,78.37,30.72,109.12,57.64,90.72,26.58,45.75,68.21,82.27,19.645,41.75,103.12,,52.51,38.9,,21.31,51.38,39.78,12.42,,91.49,69.16,18.71,48.86,24.02,,580.11,111.47,44.39,58.04,192.6,26.42,65.91,37.3,,32.47,67.53,39.74,82.32,26.83,355.57,99.05,38.3,38.57,35.33,86.71,28.4,38.27,18.65,29.53,59.85,120.2,103.99,14.77,28.21,99.77,65.67,21.4,63.04,74.77,,58.82,78.35,47.92,75.17,45.56,135.86,29.41,50.81,52.9,32.38,51.79,114.31,75.65,28.22,100.64,37.66,33.36,29.21,61.36,83.74
12/30/2011,405,,56.23,53.23,28.27,60.34,23.2,27.41,64.21,60.01,173.1,47.17,73.35,5.56,110.05,19.91,467.71,178.24,35.24,76.3,26.31,90.6,56.94,92.39,23.71,42.29,72.87,83.32,18.08,40.78,106.4,,47.04,37.5,,22,46.59,43.37,10.76,,83.51,66.41,17.91,40.93,20.27,,645.9,90.43,42.04,54.35,183.88,24.25,65.58,33.25,,32.17,69.97,41.56,80.9,25.38,372.82,100.33,37.36,38.25,31.18,81.73,29.65,37.7,15.13,25.96,60.88,69.29,96.37,13.86,25.65,93.7,66.35,21.64,66.71,78.48,,54.7,73.09,46.01,68.31,46.29,128.94,30.24,51.22,44.97,29.11,50.68,105.94,73.19,27.05,101.53,40.12,33.06,27.56,59.76,84.76
11/30/2011,382.2,,54.55,57.93,27.42,64.62,23.31,26.79,57.91,59,192.29,48.04,68.69,5.44,114.95,19.46,485.89,172.04,32.72,78.76,27.48,97.88,52.87,91.5,22.67,44.66,71.32,85.3,18.64,38.84,102.82,,48.38,35.85,,20.85,52.25,44.31,10.6,,83.08,66.06,15.91,39.85,21.29,,599.39,95.86,39.22,54.15,188,24.91,64.72,30.97,,29.5,67.23,37.85,78.15,24.01,374.55,95.52,36.15,36.43,31.48,81.04,28.69,35.75,14.79,25.58,55.44,64.53,96.18,15.63,31.35,98.9,64,20.07,64.57,76.24,,54.8,76.6,43.48,75.33,43.91,124.34,28.98,52.7,47.25,30.1,48.77,103.41,71.75,25.92,96.97,37.73,33.72,25.86,58.9,80.44
10/31/2011,404.78,,53.87,60.26,29.41,67.16,24.69,26.34,57.27,55.1,213.51,50.62,65.79,6.83,116.36,21.28,507.72,157.79,31.59,77.86,31.59,94.46,45.94,90.37,23.45,45.66,69.65,83.25,18.53,36.3325,105.05,,48.35,34.88,,20.42,48.12,44.39,11.68,,81.83,64.19,16.71,41.66,25.85,,592.64,109.55,35.8,52.4,184.63,24.54,64.39,34.76,,28.6,68.32,37.16,75.9,21.02,347.24,92.85,35.18,34.74,35.16,79.02,27.55,34.5,17.64,26.63,56.4,82.08,96.35,14.8,32.77,92.94,62.95,19.26,63.99,69.87,,51.6,77.98,42.36,73.47,43.2,128.44,29.31,54.75,50.27,30.73,47.99,99.57,70.24,25.59,93.26,36.98,33.2,25.91,56.72,78.09
9/30/2011,381.32,,51.14,52.68,24.17,68.25,21.95,23.69,54.96,53.8,216.23,44.9,60.51,6.12,93.15,18.59,449.46,148.01,31.38,71.04,25.615,73.84,46.84,88.68,20.92,39.63,63.32,82.13,15.5,33.59,92.59,,41.94,30.16,,19.99,41.31,42.61,9.67,,67.68,56.89,15.22,38.8,20.18,,515.04,94.55,32.87,43.91,174.87,21.335,63.69,30.12,,25.89,67.56,36.97,72.64,19.34,317.16,87.82,33.58,33.24,28.01,71.79,26.81,32.7,13.51,24.89,54.02,113.27,85.51,12.51,28.74,71.5,61.9,17.68,63.18,62.38,,48.63,70.36,37.29,59.73,42.37,109.98,28.52,49.04,50.64,26.65,46.12,81.67,63.15,23.54,85.72,36.8,32.89,24.12,51.9,72.63
8/31/2011,384.83,,52.51,53.59,25.24,67.12,25.33,26.23,55.405,53.86,215.23,49.71,66.86,8.17,94.2,20.67,537.26,164.75,29.75,73,31.05,91,49.88,89.97,21.51,46.05,68.07,78.54,15.67,35.91,98.84,,45.81,34.06,,18.91,46.55,43.12,11.12,,78.72,64.08,16.31,39.885,24.03,,540.96,116.22,33.38,47.81,171.91,20.13,65.8,37.56,,25.85,70.45,37.51,74.19,19.93,329.71,90.41,35.02,35.07,33.6,82.98,27.19,33.095,17.5,26.6,56.72,235.01,86.65,13.31,28.07,86.74,64.43,18.98,63.68,69.32,,51.46,74.25,38.62,78.12,41.36,117.5,28.48,51.67,54.93,26.21,47.52,92.17,67.39,23.21,87.88,36.165,35.21,26.1,53.19,74.02
7/29/2011,390.48,,51.32,59.14,27.71,67.13,28.7,27.72,54.7,52.53,222.52,50.04,70.47,9.71,101.87,25.11,537.65,178.46,28.66,74.17,38.34,98.79,54,84.38,24.02,47.8,71.99,78.25,15.97,36.35,104.02,,49.11,38.62,,18.6,49.09,44.07,12.21,,86.88,68.14,17.91,42.36,27.68,,603.69,134.97,34.93,53.1,181.85,22.33,64.79,40.45,,28.23,68.01,38.3,75.73,21.58,303.25,86.48,34.38,36.05,41.21,87.14,26.3,34.13,22.25,27.4,55.25,265.99,90.15,13.83,30.58,98.18,64.04,19.249,61.49,71.17,,54.78,82.84,40.09,90.37,39.54,120.51,29.26,51.49,60.09,29.75,49.63,102.48,69.22,26.06,85.54,35.29,39.04,27.94,52.71,79.79
6/30/2011,335.67,,52.62,60.42,31.45,68.73,29.32,30.53,58.35,52.33,204.49,51.7,73.93,10.96,106.92,25.62,511.93,191.81,28.96,77.39,41.64,106.46,54.26,87.41,25.34,51.67,75.19,81.24,15.61,37.58,102.84,,52.99,39.04,,18.83,56.25,42.84,13.79,,94.85,74.52,18.86,41.41,30.36,,506.38,133.09,36.22,59.59,171.55,22.16,66.52,40.94,,28.73,67.29,37.53,80.97,23.31,301.34,84.32,35.23,38.53,43.87,94.85,26.41,35.29,23.01,26,57.46,262.69,89.98,15.935,32.91,104.04,70.43,20.6,63.57,66.77,,56.79,88.51,39.49,86.4,40.38,116.23,31.41,46.91,64.39,32.83,51.58,104.4,72.93,25.51,84.26,37.23,42.46,28.06,53.14,81.38
5/31/2011,347.83,,52.25,57.39,34.63,64.35,28.5,31.38,60.54,55.48,196.69,51.6,78.03,11.75,94.73,28.11,515.19,205.56,28.76,79.07,41.15,105.8,56.49,87.53,25.24,54.34,73.22,82.48,16.8,38.69,104.91,,54.53,41.63,,18.75,54.55,41.85,14.92,,93.64,74.22,19.64,41.74,31.81,,529.02,140.73,36.28,59.55,168.93,22.51,67.29,43.24,,29.29,66.81,38.48,77.9,24.14,287.05,81.54,34.97,40.7,44.1,94.38,28.06,36.75,24.16,25.01,57.95,270.8,84.45,20.04,34.22,107.85,71.12,21.45,67,71.75,,58.59,87.77,36.79,85.72,40.08,118.06,31.56,49.53,65.45,35.3,48.95,104.97,73.49,25.6,81.06,36.93,43.63,28.37,55.22,83.47
4/29/2011,350.13,,52.04,57.13,33.55,62.02,31.15,33.84,56.85,52.31,195.81,49.08,79.78,12.28,97.65,28.96,547.01,195.94,28.1,83.3,4.59,115.41,58.94,84.35,26.21,54.73,78.89,80.89,17.52,36.22,109.44,,55.24,43.1,,18.65,60.77,42.17,15.47,,95.67,72.82,20.45,38.84,32.09,,544.1,151.01,37.15,61.23,170.58,23.15,65.72,45.63,,28.58,67.46,37.01,79.25,26.25,275.89,78.31,33.59,41.75,46.79,97.21,26.84,35.95,26.15,25.92,56.57,232.67,82.32,20,35.96,114.29,68.89,20.97,64.9,69.44,,57.09,89.58,36.2,89.75,39.04,114.54,31.12,49.1,59.99,35.53,49.23,103.47,74.97,25.82,78.12,37.78,42.72,29.11,54.98,87.98
3/31/2011,348.5075,,49.05,54.97,33.16,56.01,35.14,31.78,53.45,51.82,180.13,45.2,73.93,13.33,73.47,29.87,506.44,201.01,26.43,83.63,4.42,111.35,50.63,80.76,24.72,51.96,79.86,73.32,17.15,34.32,107.49,,51.9,43.09,,18.15,58.43,41.24,14.91,,93.55,76.56,20.05,42.47,31.03,,586.76,158.6,37.06,59.71,163.07,20.18,59.25,46.1,,29.64,66.34,35.17,80.4,26.43,251.72,76.09,31.36,39.35,44.73,93.5,26.03,33.01,27.32,25.39,55.12,237.78,75.7,18.46,33.4325,104.49,64.41,20.31,61.6,65.63,,54.83,84.65,36.95,93.26,38.11,107.16,30.61,50.01,55.55,34.56,45.2,98.33,74.32,26.43,73.62,38.54,40.14,31.71,52.05,84.13
2/28/2011,353.21,,48.1,51.48,34.5,55.99,37.06,31.78,51.33,53.96,173.29,43.57,72.01,14.29,68.4,30.39,453.88,203.99,25.81,87.28,4.68,102.93,45.77,78.52,25.76,49.77,77.87,74.79,18.56,33.06,103.75,,50.6,43.74,,17.99,59.66,41.76,15.05,,90.02,76.12,20.92,38.98,33.53,,613.4,163.78,37.47,57.91,161.88,21.47,61.44,46.69,,,63.92,34.56,79.16,26.17,240.56,75.68,31.84,39.92,47.36,92.23,25.37,32.57,29.68,26.58,55.47,206.67,89.03,22.66,32.9,101.97,63.42,19.24,63.05,62.78,,59.58,83.54,32.98,93.42,38.11,110.04,28.38,52.55,55.82,35.61,42.58,95.41,73.8,27.73,73.05,36.92,43.34,32.26,51.98,85.53
1/31/2011,339.32,,45.16,51.47,33.05,54.52,40.35,31.14,55.08,50.86,169.64,43.38,69.48,13.73,65.47,31.23,428.52,198.02,25.18,81.75,4.82,97.01,42,76.77,22.75,48.16,71.46,71.84,21.15,34.2,94.93,,46.06,38.87,,17.88,58.88,42.51,15.95,,90.32,75.4,20.14,38.38,36.49,,600.36,163.62,36.77,56.01,162,21.46,59.77,44.94,,,62.85,34.77,79.6,24.8,236.51,73.67,30.57,38.32,45.77,87.92,23.51,33.17,29.4,27.725,53.46,214.08,82.48,23.92,32.03,96.68,64.31,18.22,63.13,57.24,,54.13,81.3,31.53,88.99,37.62,101.45,27.52,54.83,57.27,33.91,41.05,94.63,71.62,27,69.85,35.62,40.44,32.42,56.07,80.68
12/31/2010,322.56,,47.91,48.49,30.78,51.65,57.62,31.88,54.9,51.64,180,42.92,65.26,13.34,67.05,30.2,399.55,190.58,26.48,80.11,4.73,93.66,38.94,80.37,21.97,42.56,68.1,72.21,20.23,34.77,91.25,,47.17,37.51,,17.81,57.17,41.64,16.79,,93.01,70.96,18.29,36.24,36.86,,593.97,168.16,35.06,53.16,146.76,21.03,61.85,42.42,,,65.77,35.04,69.91,25.08,224.11,76.76,31.51,37.09,44.44,86.3,24.62,36.04,27.21,27.91,51.99,175.7,85.42,15.4,31.3,98.1,65.33,17.51,64.33,58.53,,49.49,78.72,32.13,83.5,38.23,99.49,29.38,60.13,55.36,32.5,36.11,92.66,72.58,26.97,70.38,35.78,38.96,30.99,53.93,73.12
11/30/2010,311.15,,46.51,43.32,27.8,48.74,41.29,29.11,52.69,50.57,175.4,43.22,63.77,11.31,63.97,26.99,394.05,163.1,25.24,79.68,4.2,84.6,33.52,76.55,20.035,37.23,60.17,67.61,19.16,31,80.97,,43.25,36.51,,17.55,55.07,39.37,15.94,,91.12,66.09,15.83,36.5,,,555.71,156.14,30.21,49.71,141.46,21.1575,61.55,37.4,,,63.17,33.66,68.04,22.7,237.03,78.3,30.25,33.53,38.15,83.98,24,34.47,24.46,25.2575,50.62,205.9,86.13,13.609,27.045,88.17,64.01,16.3,61.07,56.89,,46.82,75.27,30.6,77.34,37.72,98.5,27.79,56.94,50.86,31.8,36.52,90.11,70.13,23.78,73.85,32.01,34.85,27.21,54.09,69.56
10/29/2010,300.98,,51.32,44.71,28.15,46.65,42.01,30.49,57.19,51.61,165.23,41.46,70.64,11.449,62.71,25.06,376.81,170.99,26.84,79.56,4.17,78.6,32.48,77.12,20.6255,37.27,59.3875,62.77,22.86,30.13,82.6,,43.25,36.125,,18.21,54.9,40.82,14.13,,87.72,68.12,16.02,39.67,,,613.7,161.13,30.9,47.11,143.6,20.05,63.74,37.63,,,61.32,35.2,71.29,21.34,240.06,77.77,32.27,35.23,40.33,84.22,25.4175,36.31,24.87,26.665,55.04,173.57,81.44,12.0205,29.38,78.63,65.3,17.415,63.57,58.51,,45.16,74.77,28.56,69.89,37.87,96.02,28.52,51.94,51.42,29.57,36.05,87.68,67.34,24.2,78.16,32.48,33.88,26.06,54.17,66.49
9/30/2010,283.75,,52.24,42.49,26.15,42.31,39.1,31.55,55.11,51.26,157.06,42.03,66.54,13.1025,56.12,26.13,348.34,170.25,27.11,82.68,3.91,78.68,32.5,76.86,18.08,39.55,57.43,64.49,21.9,31.47,81.05,,40.61,33.1,,17.71,52.66,42.58,12.24,,85.5,62.81,16.25,35.61,,,525.79,144.58,31.68,43.94,134.14,19.2,61.96,38.06,,,58.52,36.53,71.28,22.29,224,74.51,30.86,33.58,38.45,86.71,24.02,36.81,24.68,24.49,54.39,162.16,80.14,11.682,26.85,78.3,66.44,17.17,59.97,56.02,,45.1325,71.23,25.55,61.61,37.24,92.74,28.6,53.44,47.88,27.14,35.11,81.8,66.69,21.62,74.26,32.59,33.5,25.115,53.52,61.79
8/31/2010,243.1,,49.34,36.6,27.7,43.07,33.93,27.6,51.04,46.86,124.83,39.87,61.13,12.46,53.8,24.26,291.48,141.95,26.08,78.78,3.709,65.16,33.75,73.84,17.095,37.87,52.43,56.5,19.985,26.98,74.08,,36.33,32.54,,17.18,46.65,40.72,11.285,,78.05,55.87,14.48,31.83,,,450.02,136.93,27.82,39.06,123.13,17.665,57.02,36.36,,,55.8825,33.59,69.52,20.28,198.36,73.06,29.91,31.45,37.6475,78.55,22.32,35.16,24.69,23.465,53.73,125.52,70,9.325,21.845,73.08,64.18,15.91,59.67,51.36,,38.3,65.21,22.98,53.33,36.69,90.45,27.03,51.16,42.12,23.02,31.72,72.94,63.8,20.8,68.98,29.53,26.88,23.55,50.14,59.11
7/30/2010,257.25,,49.08,39.64,28.72,40.5,38.47,28.24,54.53,46.24,117.89,44.64,68.14,14.04,55.88,25.07,224.4,157.49,24.92,78.12,4.1,69.75,36.5,78.98,19.47,42.33,55.22,56.71,23.07,30.69,76.21,,38.41,33.69,,17.1,49.54,41.83,12.77,,82.55,61.25,16.12,33.32,,,484.85,150.82,28.51,42.86,128.4,20.6,58.09,40.28,,,55.11,35.6,75.15,20.74,210.04,69.73,29.21,36.97,42.06,85.54,22.16,34.46,26.99,25.81,52.3,102.55,73.64,9.19,23.64,77.93,64.91,15,61.16,51.04,,38.08,71.1,24.85,59.66,35.33,89.22,25.94,51.32,44.86,24.69,30.45,74.67,65,23.9,73.35,29.06,28.55,27.73,51.19,59.68
6/30/2010,251.53,,46.78,38.65,26.43,40.57,34.44,28.73,52.6,44.5,109.26,39.7,62.75,14.37,47.45,24.69,176.54,143.4,24.94,79.69,3.76,60.07,35.3,78.76,17.37,40.3,49.09,54.83,21.31,29.32,67.86,,37.12,31.5,,16,43.69,37.97,10.08,,70.11,58.56,14.42,34.28,,,444.95,131.27,28.07,39.03,123.48,19.45,59.06,36.61,,,50.12,33.5,74.5,20.42,199.53,65.87,28,36.27,37.76,78.99,20.04,34.97,23.21,23.01,48.76,108.65,67.55,10.21,21.46,77.15,60.95,14.26,59.98,45.84,,32.84,64.91,24.3,55.34,33.28,80.75,24.19,49.17,49.05,23.28,28.4,69.51,56.89,22.35,70.75,28.02,26.7,25.6,48.07,57.07
5/28/2010,256.88,,47.56,37.52,32.08,44.16,35.38,30.63,51.78,40.53,125.46,39.87,64.18,15.74,47.43,27.2,191.16,167.88,23.21,70.55,3.96,60.76,36,78.09,18.09,41.3,51.86,58.25,23.16,34.63,73.87,,79.38,33.42,,15.96,46.44,38.6,11.73,,83.49,67.9,16.35,35.92,,,485.63,144.26,33.86,42.77,125.26,21.42,58.3,39.58,,,51.4,32.79,79.92,24.75,201.77,66.87,28.6,39.18,40.49,79.31,20.29,33.69,27.11,25.8,49.93,111.15,72.38,13.14,22.57,82.51,62.89,15.23,61.09,44.12,,35.56,67.38,25.89,56.15,32.7,85.03,24.3,54.53,52.06,24.42,29.07,71.43,62.76,23.96,72.46,27.52,32.04,28.69,50.56,60.46
4/30/2010,261.09,,51.16,43.64,33.6,42.82,38.9,32.67,57.31,40.81,137.1,46.12,72.43,17.83,53.29,31.13,262.05,184,25.31,77,4.37,68.09,37.9,84.1,19.77,43.41,59.19,59.08,26.93,36.92,81.44,,84.28,36.84,,16.78,52.23,43.59,13.02,,90.01,76.36,18.86,39.71,,,525.695,145.2,35.23,47.47,129,22.84,64.3,42.58,,,53.45,34.97,84.89,27.12,248.04,70.59,29.6,43.69,45.58,88.67,21.19,35.04,30.22,30.535,52.05,98.9,75.91,15.71,25.8675,88.66,65.22,16.72,62.16,49.08,,38.68,74.95,25.98,71.42,34.56,89.02,26.06,56.87,55.28,26.01,30.31,75.66,69.14,26.77,90.23,28.9,35.15,33.11,53.64,67.77
3/31/2010,235,,52.68,41.95,35.37,41.77,34.14,32.31,59.8375,42.61,135.77,41.26,72.61,17.85,57.39,30.88,255,217.76,26.7,81.27,4.05,62.85,34.5,85.26,18.83,41.41,51.17,59.71,26.03,36.56,75.83,,79.91,34.91,,16.32,50.34,43.81,12.57,,93.4,77.2,18.2,45.47,,,567.12,170.63,32.35,45.27,128.25,22.29,65.2,44.7,,,55,36.22,83.22,24.24,254,66.72,30.24,45.03,43.34,83.57,20.52,37.35,29.29,29.2875,48.33,73.74,73.5,17.4,25.71,84.54,66.16,17.15,63.27,52.16,,41.96,73.61,24.27,63.46,33.16,83.9,25.84,52.6,51.44,24.47,33.06,73.3,64.41,25.88,91.03,31.02,37.09,31.12,55.6,66.98
2/26/2010,204.62,,54.28,39.97,34.65,39.79,24.77,31.25,56.61,42.66,118.4,38.19,63.16,16.66,55.01,28.52,226.71,218.8,24.51,80.13,3.4,57.05,29.75,82.94,16.44,37.75,48,60.97,24.33,33.75,72.3,,73.97,31.24,,16.35,47.34,43.3,11.74,,84.76,72.55,16.06,47.61,,,526.8,156.35,31.2,40.16,127.16,20.53,63,41.97,,,52.72,34.34,77.76,23.71,224.37,63.85,28.43,43.4,36.39,80.15,20.12,36.88,28.18,28.67,46.37,66.05,67.6,16.2,24.65,79.85,62.47,17.55,63.28,48.98,,36.6829,68.65,22.91,61.1,31.77,78.29,24.81,51.52,48.77,24.38,33.86,67.37,58.74,24.61,85.28,28.93,35.24,27.34,54.07,65
1/29/2010,192.063,,52.94,40.99,32.3,38.37,24.23,29.93,58.48,42.45,125.41,37.66,60.6,15.18,53.74,29.09,195.35,213.82,24.36,76.43,3.32,52.24,,80.03,15.83,36.86,48,57.43,22.47,32.37,72.12,,71.35,29.55,,16.53,41.54,45.62,10.84,,78.35,66.85,16.08,48.27,,,529.944,148.72,28.01,38.64,122.39,19.4,62.86,38.94,,,54.25,35.2,74.52,21.65,249.9,62.43,27.66,42.89,35.32,80.49,19.86,38.18,26.78,28.18,48.76,62.25,63.75,15.39,23.06,78.34,59.62,18.66,61.55,45.51,,39.19,67.48,21.79,63.46,32,72,25.36,51.27,46.15,22.5,33,60.5,57.77,25.08,82.03,29.42,36.05,28.43,53.43,64.43
12/31/2009,210.732,,53.99,41.5,36.78,39.61,29.98,30.04,56.57,43.21,134.52,40.52,54.13,15.06,53.5,27.97,218.41,232.2,25.25,3286,3.31,56.99,,82.15,16.86,38.34,51.07,59.17,23.94,32.21,76.99,,75.2,32.25,,17.21,42.6,48.87,10,,83.45,68.17,15.13,43.27,,,619.98,168.84,28.93,39.2,130.9,20.4,64.41,41.62,,,57,35.71,75.35,23.39,255.98,62.44,27.18,43.98,35.35,82.67,19.63,36.54,29.6,30.48,52.82,55.09,66.07,18.68,24.53,81.35,60.8,18.19,60.63,48.19,,46.26,69.41,23.06,65.09,33.32,79.8,28.03,48.37,47.69,26.06,30.48,63.9,57.37,22.51,87.46,33.13,36.72,26.99,53.45,68.19
11/30/2009,199.91,,54.49,41.04,35.08,37.09,28.4,28.41,56.35,40.92,135.91,41.83,52.41,15.85,46.94,26.64,214.12,227.08,25.31,3353,4.11,58.39,,84.19,14.66,38.36,51.77,59.91,23.4,31.01,78.04,,70.92,30.22,,16.68,41.41,48.18,8.89,,84.45,65.9,16.02,46.11,,,583,169.66,27.13,38.47,126.35,19.2,62.84,42.49,,,57.2,36.73,77.23,21.81,240.86,63.25,26.58,42.44,34.19,77.44,18.81,36.21,31.58,29.41,51.97,58.63,64.89,13.06,22.08,80.79,62.22,18.17,62.35,48.09,,45,67.24,21.9,63.89,32.09,72.66,26.94,46.56,47.23,25.29,28.67,63.26,57.47,24.13,81,31.46,38.89,28.04,54.55,75.07
10/30/2009,188.5,,50.57,37.08,32.94,34.42,33.62,29.57,53.62,36.82,118.81,34.84,47.8,14.58,42.13,26.66,157.79,216.49,21.8,3283,4.09,55.06,,78.63,14.5,36.6,50.18,56.85,22.81,35.3,76.54,,68.23,27.37,,15.82,37.75,46.96,7,,72.69,62.7,14.26,42.55,,,536.12,170.17,25.09,35.89,120.61,19.11,59.05,41.77,,,53.31,34.01,68.79,19.57,219.02,58.61,27.52,35.7,34.03,73.57,18.11,30.93,32.12,27.73,49.1,53.45,62.18,11.96,21.1,75.88,60.55,17.03,58,47.36,,41.33,61.45,18.98,62.2,31.19,67.89,25.67,48.43,45,23.45,25.95,55.14,53.68,23.22,75.76,29.59,37.83,27.52,49.68,71.67
9/30/2009,185.35,,49.47,37.27,33.04,36.64,44.11,30.62,60.23,36.4,93.36,33.9,54.15,16.92,50.52,28.99,165.82,216.82,22.52,3323,4.84,51.33,,76.28,16.88,35.73,45.16,56.38,23.54,35.74,70.43,,67.32,27.46,,15.74,40.08,49.62,7.21,,75.22,64.6,16.42,46.5,,,495.85,184.35,26.64,37.15,119.61,19.57,60.89,43.82,,,53.7,33.03,78.08,20.94,202.15,57.07,26.27,36.8,38.07,73.8,17.81,31.63,30.88,25.72,55.23,46.17,64.7,15.03,20.84,78.4,58.66,16.55,57.92,48.74,,44.98,60.93,20.65,59.6,31.67,69.43,27.01,46.68,43.67,23.69,25.04,58.35,56.47,21.86,69.11,30.27,37.47,28.18,49.09,68.61
8/31/2009,168.21,,45.23,33,31.42,35.29,45.33,29.39,59.78,31.65,81.19,33.82,49.67,17.59,50.2,29.61,153.98,199.57,22.13,3286,5,45.31,,72.7,15.32,37.29,45.03,50.98,21.6,37.52,69.94,,60.71,26.04,,15.49,36.87,50.02,7.6,,68.71,59.19,13.9,45.06,,,461.67,165.46,27.69,36.76,118.05,20.32,60.44,43.46,,,48.77,33.46,74.98,21.5,202.63,56.24,28.35,38.3,37.76,72.1,18.28,32.43,28.96,24.65,56.18,43.63,55.39,14.52,21.88,73.1,56.67,16.7,54.11,45.71,,46.42,59.36,18.99,56.2,31.2,63.62,26.05,47,45.21,24.59,28,59.81,53.46,22.62,71.1,31.04,33.88,27.52,50.87,69.15
7/31/2009,163.39,,44.99,35.07,32.42,34.73,13.14,26.91,62.31,34.09,85.76,28.33,42.91,14.79,47.55,27.34,129.62,190.54,21.74,3180.5,3.17,44.06,,72.44,14.86,30.7,43.71,49.5,22.01,33.48,69.47,,61.24,25.12,,15.48,36.38,50.86,8,,67.84,55.39,13.4,48.93,,,443.05,163.3,25.94,34.7,117.93,19.25,60.89,38.65,,,49.84,34.89,74.76,22.46,194.03,55.06,28.34,35.42,33.95,70.52,17.53,30.01,28.5,23.52,56.67,43.94,56.64,12.93,22.13,71.34,56.75,15.93,55.51,46.6,,46.21,54.47,17.7,53.5,31.4,55.72,26.23,43.62,45.28,24.05,28.06,57.52,53.73,20.41,65.46,32.07,31.05,24.46,49.88,70.39
6/30/2009,142.43,,47.04,33.46,28.3,33.69,1.16,24.4,52.94,31.53,83.66,23.24,42.5,13.2,45.15,29.31,111.55,175.42,20.31,2896,2.97,33.04,,70.74,14.46,21.88,42.06,45.78,18.65,31.87,66.25,,61.74,23.33,,14.59,32.4,51.21,6.07,,55.62,55.39,11.72,46.84,,,421.59,147.44,23.63,31.4,104.42,16.55,56.8,34.11,,,47.99,34.64,80.65,19.41,167.31,57.49,25.34,34.89,30.01,60.1,16.39,27.96,28.51,23.77,56.86,41.34,51.78,11.29,21.42,65.81,54.96,15,51.1,43.62,,45.2,51.96,13.89,54.11,31.16,51.43,24.84,39.47,40.77,21.3,24.98,52.06,49.99,17.92,62.26,30.73,29.4,24.26,48.44,69.91
5/29/2009,135.81,,45.06,29.93,28.18,30.25,1.69,25.73,49.94,31.87,77.99,24.85,44.85,11.27,51.79,27.78,110.11,159.5,19.92,2972,3.72,35.46,,65.95,13.77,24.44,45.84,48.52,18.5,29.8,66.67,,60.35,24.22,,14.15,32.09,48.01,5.75,,55.43,56.9,13.48,43.1,,,417.23,144.57,23.16,33.16,106.28,15.72,55.16,36.9,,,49.16,34.57,83.63,19.01,176.33,58.99,26.11,34.35,31.5,57.1,17.09,27.58,30.32,20.89,56.53,39.42,57.05,10.43,19.59,67.11,52.05,15.19,51.94,42.64,,43.59,52.61,14.39,57.23,28.41,53.47,24.79,39.3,38.91,19.4,26.6,49.27,51.14,19.2,67.71,29.26,29.79,25.5,49.74,69.35
4/30/2009,125.83,,41.85,29.43,27.35,30.94,1.38,23.33,48.47,31.76,80.52,25.22,40.05,8.93,48.34,25.48,97.09,146.52,19.2,3065,3.05,35.58,,59,15.46,16.74,41,48.6,19.32,31.78,66.1,,58.44,21.9,,13.81,34.04,46.13,5.98,,55.96,51.67,12.65,45.8,,,395.97,128.5,26.32,31.21,103.21,15.78,52.36,33,,,43.05,32.92,78.53,21.5,183.45,53.29,23.4,32,29.75,57.6,16.33,24.24,23.64,20.26,53.79,45.31,52.47,11.48,19.34,56.29,49.76,13.36,49.44,36.2,,42.32,48.84,14.46,48.99,28.88,51.6,25.62,41.26,35.08,18.06,23.52,49.14,52.34,18.22,64.96,30.34,31.43,20.01,50.4,66.67
3/31/2009,105.12,,47.7,27.49,21.39,31.11,1,19.15,49.52,30.43,73.44,13.63,35.58,6.82,52.42,28.25,78.78,130.04,21.92,2820,2.53,27.96,,58.98,13.64,12.24,39.16,46.32,16.77,27.49,67.24,,54.22,18.16,,14.32,28.58,45.39,2.63,,44.49,41.59,10.11,46.32,,,348.06,106.02,23.56,27.86,96.89,15.03,52.6,26.58,,,43.95,33.41,69.03,18.25,167.48,54.57,22.29,29.47,22.77,49.72,16.02,26.75,22.77,18.37,50.73,42.92,46.89,9.86,18.07,55.65,51.48,13.62,47.09,35.58,,38.91,42.98,11.11,40.62,30.62,34.64,25.2,34.39,35.67,16.51,20.93,41.11,49.22,14.61,55.6,30.2,25.96,14.24,52.1,68.1
