,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMT,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK.B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
5/7/2020,303.74,,,,366.78,,,,233.33,,2367.61,,,,314.01,,1443.91,,,,,,514.25,,35.58,,,305,41.37,,,,,,,,,35.04,,211.26,,,,77.61,,1372.56,1369.28,,,,,59.17,,,28.83,,,,,,,,50.16,,,,,,,183.6,,436.53,,304.87,,,131.55,,,,146.29,78.83,,76,,,,,,,113.65,,,,,,,40.66,,,
4/30/2020,293.8,82.2,92.09,185.19,353.64,187.34,25.43,101.72,239.22,238,2474,91.25,141.02,24.05,296.83,37.54,1480.57,502.04,60.81,187.36,48.56,116.38,495.23,70.27,37.63,64.76,42.1,303,42.38,61.55,92,47.02,163.46,108.15,36.69,84.66,57.03,37.08,5.09,204.71,126.77,130.62,6.8,84,22.29,1348.66,1346.7,183.42,219.83,141.9,125.56,59.98,150.04,95.76,30.33,15.23,45.89,154.64,389.06,104.75,274.97,187.56,51.44,97.63,36.08,151.92,39.25,79.34,39.43,179.21,231.12,419.85,87.18,292.28,52.97,16.6,132.29,38.36,117.87,74.6,123,78.67,64.81,76.73,16.82,56.73,66.77,30.47,109.74,334.68,116.07,292.47,159.79,94.66,36.5,178.72,57.45,43.29,29.05,121.55,46.47
3/31/2020,254.29,76.19,78.91,163.26,318.24,177.1,24.25,91.73,202.73,217.75,1949.72,85.61,149.14,21.23,316.38,33.68,1345.32,439.97,55.74,182.83,42.12,116.04,436.31,66.36,34.38,50.42,30.8,285.13,39.31,59.33,72.46,34.1,138.41,96.6,29.24,80.88,47.65,36.81,4.83,166.8,121.26,132.31,7.94,74.76,20.78,1162.81,1161.95,154.59,186.71,133.79,110.93,54.12,131.13,90.03,24.74,13.92,44.25,138.72,338.95,86.05,241.56,165.35,50.08,90.18,30.57,136.51,38.67,76.94,34,157.71,240.62,375.5,82.74,263.6,48.33,11.58,120.1,32.64,110,72.96,95.74,67.65,94.33,65.74,13.49,54.14,54.86,29.15,92.97,283.6,99.93,249.38,141.04,93.42,34.45,161.12,53.73,45.75,28.7,113.62,37.97
2/28/2020,273.36,85.71,77.03,180.59,345.12,190.67,42.16,105.25,199.73,226.8,1883.75,109.93,275.11,28.5,308.39,39.9,1695.66,463.01,59.06,206.34,63.46,124.24,493.17,67.57,40.43,88.26,48.42,281.14,39.93,59.18,93.34,42.9,144.58,117.65,40.41,91.7,64.11,43.11,6.96,192.47,141.17,159.69,10.88,69.36,30.5,1339.33,1339.25,200.77,217.84,162.17,130.15,55.52,134.48,116.11,24.77,19.17,53.49,126.13,369.87,106.57,290.25,194.17,52.8,100.67,42.72,149.24,40.37,76.56,45.03,162.01,252.76,369.03,89.38,270.07,49.46,32.74,132.03,33.42,113.23,81.87,107.99,78.3,130.59,78.43,27.09,60.36,123.08,35.22,103,290.8,114.14,254.96,159.81,90.49,46.44,181.76,54.16,45.76,40.85,107.68,51.44
1/31/2020,309.51,81.02,87.14,205.21,351.14,186.64,50.26,118.54,216.05,231.74,2008.72,129.87,318.27,32.83,268.85,44.78,1830.55,527.35,62.95,224.43,74.41,131.35,517.46,73.78,43.19,99.8,59.43,305.52,45.97,67.82,107.14,51.18,160.87,138.31,46.07,97.63,71.63,47.59,8.82,201.91,144.64,175.44,12.45,63.2,33.39,1434.23,1432.78,237.75,228.1,173.22,143.73,63.93,148.87,132.36,29.2,20.87,58.4,139.64,428.12,116.24,315.94,213.97,57.38,115.44,49.71,158.66,47.53,85.44,52.26,170.23,268.2,345.09,96.3,236.43,52.45,39.72,142.02,37.24,124.62,82.7,113.89,85.31,150.2,84.83,33.51,70.4,133.15,37.62,110.74,313.19,120.65,272.45,179.42,103.52,53.22,198.97,59.44,50.85,46.94,114.49,62.12
12/31/2019,293.65,88.54,86.86,210.57,329.81,191.17,51.33,112.45,241.07,229.82,1847.84,124.49,325.76,35.22,296.73,50.33,2053.73,502.7,64.19,226.5,79.89,147.68,485.08,68.84,44.97,102.91,65.03,293.92,47.96,74.29,120.51,64.2,153.48,144.63,54.73,91.21,76.26,45.59,9.3,205.25,151.21,176.35,11.16,64.98,36.6,1337.02,1339.39,229.93,218.38,177,134.04,59.85,145.87,139.4,32.13,21.17,55.35,131.43,389.38,119.76,298.59,197.61,55.08,113.45,50.97,176.42,49.91,90.95,51.12,157.7,242.16,323.57,101.31,235.3,52.98,41.21,136.67,39.18,124.9,85.09,108.17,88.23,149.76,87.92,40.2,63.7,148.96,39.08,128.21,324.87,128.29,293.98,180.79,117.06,59.29,187.9,61.4,58.96,53.8,118.84,69.78
11/29/2019,267.25,87.73,85.45,201.16,309.53,184.94,52.66,111.35,234.72,214.03,1800.8,120.12,366.18,33.32,299.81,48.97,1904.03,494.91,56.94,220.3,75.12,144.73,470.01,67.82,44.15,100.01,59.94,299.81,45.31,75.27,117.13,64.81,145.98,151.58,53.37,88.17,73.86,44.4,9.06,201.64,160.05,181.74,11.27,67.24,36,1304.96,1304.09,221.35,220.51,178.55,134.45,58.05,137.49,131.76,30.5,19.61,53.4,117.35,391.03,117.31,292.23,194.48,52.54,111.39,49.91,169.77,49.7,87.18,49.48,151.38,233.82,314.66,93.49,216.74,56.14,38.57,135.83,38.52,122.06,82.93,108.01,83.55,148.34,85.43,36.2,61.99,151.21,37.38,125.01,313.95,120.21,279.87,175.99,119.73,60.03,184.51,60.24,59.6,54.46,119.09,68.13
10/31/2019,248.76,79.55,83.61,185.42,277.93,176.11,52.96,106.42,213.25,218.08,1776.66,117.28,339.91,31.27,298.71,46.75,2048.77,461.7,57.37,212.58,71.86,137.8,467.86,68.6,44.82,93.25,55.2,297.11,47.51,66.39,116.14,65.91,137.82,129.92,50.49,94.26,70.15,45.49,8.59,191.65,152.66,176.8,9.98,63.71,37.16,1260.11,1258.8,213.38,234.58,172.73,133.73,56.53,132.04,124.92,32.33,19.98,54.43,113.95,376.68,111.61,276.81,196.7,52.45,108.9,46.79,164.99,44.79,86.66,46.05,143.37,238.34,287.41,89.55,201.02,54.49,40.5,137.17,38.37,124.51,81.44,104.1,80.44,143.58,84.56,32.69,62.66,150.68,38.49,106.91,301.98,117.99,252.7,165.46,115.17,57.02,178.86,60.47,54.78,51.63,117.26,67.57
9/30/2019,223.97,75.72,83.67,192.35,276.25,168.29,55.7,108.68,193.51,221.13,1735.91,118.28,380.47,29.17,232.82,45.21,1962.61,445.64,50.71,208.02,69.08,126.31,412.12,73.51,45.08,90.98,56.98,288.11,49.41,63.07,118.6,71.31,144.43,130.32,47.65,95.86,66.86,48.31,9.16,178.08,145.57,182.73,8.94,63.38,37.48,1219,1221.14,207.23,232.02,169.2,145.42,51.53,129.38,117.69,27.935,20.61,54.44,111.83,390.06,109.96,271.57,214.71,55.32,108.62,47.16,164.4,40.9,84.18,42.67,139.03,232.99,267.62,93.92,174.07,55.03,44.47,137.1,35.93,124.38,75.93,103.59,76.28,136.52,88.42,34.17,61.77,155.65,37.84,106.91,291.27,129.24,217.32,161.98,119.82,55.34,172.01,60.36,55.31,50.44,118.68,70.61
8/30/2019,208.74,65.74,85.32,198.17,284.51,159.72,52.04,102.39,208.62,230.19,1776.29,120.37,364.09,27.51,219.75,42.06,1966.41,422.56,48.07,203.41,64.35,119,409.59,74.15,44.26,86.62,52.18,294.76,46.81,60.92,117.72,67.93,142.09,137.26,42.63,92.74,59.59,47.26,9.17,185.67,158.61,191.27,8.25,63.54,37.09,1188.1,1190.53,203.91,227.91,164.62,135.53,47.41,128.36,109.86,25.52,20.27,55.04,112.97,384.11,112.2,281.37,217.97,55.22,107.89,44.3,161.72,43.74,86.47,41.49,137.86,219.08,293.75,84.5,167.51,52.06,43.48,136.73,35.55,120.23,72.09,109.05,77.77,130.24,96.56,32.43,58.26,148.94,35.26,107.04,287.06,123.75,234,161.96,118.66,52.69,180.82,58.16,51.19,46.57,114.26,68.48
7/31/2019,213.04,66.62,87.1,192.58,298.86,160.5,55.99,107.4,186.58,211.62,1866.78,124.37,341.18,30.68,237.82,46.92,1886.61,467.68,44.41,205.43,71.16,131.67,385.38,71.74,43.17,92.42,59.08,275.63,55.4,55.87,123.11,72.16,140.5,143.01,48.44,86.72,64.88,45.06,9.53,194.23,170.53,185.94,10.45,65.52,40.34,1216.68,1218.2,220.13,213.69,172.46,148.24,50.55,130.22,116,32.01,20.62,52.63,108.95,362.17,101.4,272.27,210.72,53.49,101.94,49.42,174.72,47.07,82.99,44.56,136.27,207.17,322.99,86.03,168.72,56.3,51.36,127.81,38.84,118.04,83.61,110.4,73.16,133.6,94.69,39.97,56.2,162.2,34.05,86.4,277.68,125.01,249.01,179.95,119.47,57.15,178,55.27,54.49,48.41,110.38,74.36
6/28/2019,197.92,72.72,84.1,184.77,294.65,167.43,53.28,101.69,184.28,204.45,1893.63,123.44,364.01,29,233.87,44.15,1874.71,469.3,45.35,213.17,70.03,136.29,395.18,71.67,42.28,90.74,61,264.26,54.73,54.49,124.44,,142.92,139.64,49.31,88.24,66.72,47.94,10.23,193,164.19,181.82,10.5,67.56,38.53,1080.91,1082.8,204.6,207.97,174.59,137.9,47.87,139.28,111.8,31.04,20.88,50.92,110.79,363.54,100.91,264.53,207.66,53.9,97.39,49.67,173.34,47.35,83.85,43.81,133.96,204.86,367.32,83.95,164.23,56.97,50.28,131.13,43.32,109.65,78.53,114.46,76.07,130.2,83.83,39.74,55.28,159.76,33.51,86.61,293.68,114.76,244.01,169.11,103.27,52.4,173.55,57.13,54.67,47.32,110.49,76.63
5/31/2019,175.07,76.71,76.13,178.07,270.9,121.91,51.07,95.51,166.7,208.77,1775.07,114.71,341.61,26.6,219.29,42.69,1656.22,415.56,45.37,197.42,62.15,119.81,376.8,69.62,41,85.87,58.96,239.58,52.03,52.37,113.85,,132.01,132.04,46.76,85.61,60.24,48.08,9.52,177.47,154.28,160.82,9.44,62.25,33.34,1103.63,1106.5,182.49,189.85,164.31,126.99,44.04,131.15,105.96,27.65,19.95,49.13,115.94,338.54,93.28,251.49,198.27,50.85,92.58,46.21,159.75,49.06,79.21,40.69,123.68,198.21,343.28,77.14,135.46,50.6,49.77,128,41.52,102.91,77.13,109.75,66.82,126.3,76.06,34.69,53.5,162.09,30.58,80.45,266.98,104.31,241.8,166.78,92.92,50.2,161.33,54.35,49.34,44.37,101.44,70.77
4/30/2019,200.67,79.39,79.56,182.67,289.25,147,47.57,99.06,179.32,195.3,1926.52,117.23,377.69,30.58,229.24,49.66,1854.99,485.24,46.43,216.71,70.7,139.42,371.19,72.79,43.53,92.83,63.12,245.53,55.95,54.38,120.06,,132.44,136.97,56.73,91.12,70.99,50.95,10.45,193.4,189.46,178.72,10.17,65.04,38.95,1188.48,1198.96,205.92,203.7,173.63,140.27,51.04,141.2,116.05,33.24,19.87,49.06,117.04,333.33,113.14,254.24,197.57,50.85,88.81,46.13,189.51,54.33,78.71,48.25,130.6,194.44,370.54,87.83,181,55.33,58.88,128.05,40.61,106.48,86.56,112.77,86.13,142.61,77.68,42.68,53.22,173.7,30.96,77.42,277.45,117.83,233.07,177.04,106.22,53.32,164.43,57.19,53.57,48.41,102.84,80.28
3/29/2019,189.95,80.59,79.94,176.02,266.49,146.41,43.06,94.18,189.98,197.06,1780.75,109.3,381.42,27.59,236.38,50.43,1744.91,427.37,47.71,200.89,62.22,135.49,346.91,68.54,39.98,81.69,66.74,242.14,53.99,53.93,123.18,,132.02,111.03,,90,68.47,50.13,8.78,166.69,181.41,169.28,9.99,65.01,37.1,1173.31,1176.89,191.99,191.89,158.92,141.1,53.7,139.79,101.23,32.65,20.01,46.86,129.76,300.16,109.47,235.45,189.9,49.92,91.08,42.57,207.78,57.43,83.17,42.2,117.94,193.32,356.56,84.21,179.56,53.71,66.2,122.55,42.47,104.05,88.39,103.84,57.03,128.89,74.34,43.57,51.68,182.21,31.36,80.26,273.72,106.07,247.26,167.2,111.74,48.19,156.19,59.13,63.27,48.32,97.53,80.8
2/28/2019,173.15,79.24,77.62,161.38,262.5,137.71,43.2,94.38,190.08,176.15,1639.83,107.74,439.96,29.08,328.01,52.48,1697.04,443.22,51.66,201.3,63.98,137.34,344.91,65.87,38.67,83.58,67.85,218.74,51.77,57.83,119.58,,127.02,112.84,,89.66,68.15,48.59,8.77,161.45,181,170.22,10.39,65.02,39.48,1119.92,1126.55,196.7,185.14,154.07,138.13,52.96,136.64,104.36,33.19,19.16,45.34,126.29,309.41,105.09,224.77,183.84,47.16,90.5,45.19,207.39,52.41,81.29,41.98,112.03,187.72,358.1,85.73,154.26,52.13,66.15,115.64,43.35,98.55,86.94,98.07,53.39,125.67,70.26,44.06,49.69,181.16,31.12,72.64,259.57,105.78,242.22,167.7,110.2,51.69,148.12,56.92,71.19,49.89,98.99,79.03
1/31/2019,166.44,80.29,72.98,153.55,247.82,143.98,43.23,87.87,187.11,172.84,1718.73,102.7,385.62,28.47,333.78,52.32,1832.81,415.08,49.37,205.54,64.46,133.16,331.05,64.68,36.57,80.59,67.69,214.63,47.29,65.55,114.65,,110.92,111.52,,87.78,65.47,47.76,8.8,166.69,177.57,171.17,10.16,70.01,39.02,1116.37,1125.89,198.01,183.53,143.63,134.42,47.12,133.08,103.5,48.06,18.1,48.13,119.86,289.69,96.16,211.13,178.78,46.26,88.39,45.67,200.3,49.35,74.43,42.3,104.43,178.98,339.5,81.88,143.75,50.23,66.78,112.67,42.45,96.47,76.72,88.76,49.52,118.07,68.14,44.21,48.6,182.12,30.06,73,245.67,100.68,270.2,159.07,105.4,51.16,135.01,55.06,72.26,48.91,95.83,73.28
12/31/2018,157.74,92.19,72.33,141.01,226.24,133.66,39.41,82.63,194.67,158.19,1501.97,95.32,322.5,24.64,300.92,47.07,1722.42,392.82,51.98,204.18,52.06,127.07,284.97,59.52,34.05,75.59,62.35,203.71,43.33,65.52,108.79,,103.12,109.65,,86.3,59.75,45.1,7.65,131.09,161.33,157.21,7.57,62.55,33.45,1035.61,1044.96,167.05,171.82,132.12,113.67,46.93,129.05,97.62,43.04,15.38,47.35,115.72,261.84,92.36,188.65,177.57,40.03,90.96,41.06,190.54,49.39,76.41,39.65,101.57,173.82,267.66,74.14,133.5,45.15,61.38,110.48,43.65,91.92,66.76,84.09,56.91,106.48,64.4,36.08,43.92,167.99,28.54,66.09,223.79,94.5,249.12,138.23,97.53,45.7,131.94,56.22,68.33,46.08,93.15,68.19
11/30/2018,178.58,94.27,74.05,164.52,250.89,156.6,43.25,89.19,208.25,164.49,1690.17,112.27,346.76,28.4,333.72,51.31,1891.88,428.01,53.46,218.24,64.79,135.67,329.2,63.52,39.01,89.68,66.18,231.28,47.87,80.2,118.94,,109.54,115.49,,88.57,67.52,46.39,9.41,140.61,229,184.89,7.5,71.94,37.95,1094.43,1109.65,190.69,180.32,146.75,124.27,49.31,146.9,111.19,51.12,17.07,50.4,118.64,300.43,94.37,201.07,188.51,44.98,97.53,44.63,207.92,54.83,79.34,44.39,110.89,181.71,286.13,75.12,163.43,48.76,70.27,121.94,46.23,94.51,86.53,85.81,58.26,121.84,66.72,45.1,47.33,185.69,31.24,70.96,249.55,99.85,281.36,153.78,115.29,54.46,141.71,60.3,84.67,54.28,97.65,79.5
10/31/2018,218.86,77.85,68.94,157.62,245.76,158.01,41.29,95.72,192.79,155.81,1598.01,102.73,354.86,27.5,304.27,47.33,1874.58,411.42,50.54,205.28,65.46,121.32,320.37,59.55,38.14,89.3,69.9,228.63,45.75,72.39,111.65,,99.4,114.83,,82.63,67.88,43.81,9.55,151.79,220.34,172.58,10.1,68.18,36.59,1076.77,1090.58,225.37,175.88,144.82,115.43,46.88,139.99,109.02,54.97,17.02,47.88,108.44,293.85,95.22,197.67,176.9,41.98,89.82,41.19,190.26,65.04,73.61,45.66,106.81,172.5,301.78,75.04,210.83,48.84,67.07,112.38,43.06,88.68,88.07,84.19,62.89,124.21,58.27,51.31,45.03,183.52,30.68,83.63,233.65,92.83,261.35,146.22,106.54,52.27,137.85,57.09,79.77,53.23,100.28,79.68
9/28/2018,225.74,94.58,73.36,170.2,269.95,190.48,53.24,98.7,207.29,145.3,2003,106.49,371.9,29.46,353.31,50.99,1984,471.33,62.08,214.11,71.74,152.49,325.88,66.95,35.41,94.93,77.4,234.88,48.65,78.72,122.28,,108.66,116.94,,80.02,76.58,43.66,9.25,164.46,240.79,204.72,11.29,77.21,33.67,1193.47,1207.08,224.24,207.15,166.4,151.21,47.29,138.17,112.84,55.11,17.73,46.19,107.31,345.96,114.82,222.61,167.29,42.96,98.37,46.72,210.71,60.31,70.94,46.57,114.37,167.6,374.13,84.72,281.02,51.56,82.17,111.8,44.07,83.23,81.54,87.84,72.03,139.81,56.84,60.92,43.6,176.75,33.58,88.21,244.08,107.29,266.04,162.83,116.75,52.81,150.09,53.39,72.9,52.56,93.91,85.02
8/31/2018,227.63,95.98,66.84,169.07,263.51,191.71,53.17,100.57,199.81,149.12,2012.71,105.98,342.79,30.93,353.49,52.15,1951.55,479.06,60.55,208.72,71.24,138.85,310.4,66.41,36.99,99.09,73.43,233.13,47.77,75.24,118.46,,103.54,112.02,,81.24,76.73,43.71,9.48,175.73,243.95,193.4,12.94,75.73,36.05,1218.19,1231.8,237.81,200.77,159.06,146.48,48.43,134.69,114.58,58.27,17.7,44.57,105.65,320.41,108.75,215.56,162.23,42.72,96.41,45.89,210.92,58.52,68.59,48.83,112.33,170.1,367.68,82.2,280.68,48.58,79.87,112.01,41.52,82.95,77.89,92.33,68.71,131.7,53.45,63.16,43.78,183.03,31.94,87.5,239.1,112.4,268.46,150.62,122.88,54.11,146.89,54.37,68.56,58.48,95.86,80.17
7/31/2018,190.29,92.23,65.54,159.33,244.68,184.09,55.21,95.12,196.55,148.24,1777.44,99.52,356.3,30.88,334.37,53.47,2028.72,502.76,58.75,197.87,71.89,143.8,304.58,67.01,35.78,94.32,72.17,218.71,42.29,64.86,126.27,,102.58,113.56,,81.62,72.28,42.5,10.04,172.58,245.87,199.76,13.63,77.83,37.91,1217.26,1227.22,237.43,197.52,159.65,144.93,48.1,132.52,114.95,60.25,17.78,46.63,98.81,326.1,99.34,198,157.54,43.38,90.23,45.74,212.32,58.68,65.87,50.56,106.08,167.54,337.45,76.91,244.86,47.68,83.93,115,39.93,80.88,86.3,82.14,64.09,135.74,52.39,67.52,48.6,176.21,31.97,80.68,234.53,111.32,253.22,149.89,119.89,53.01,136.74,51.64,67.62,57.29,89.23,81.51
6/29/2018,185.11,92.65,60.99,163.59,243.81,166.72,53.02,91.27,184.59,144.17,1699.8,98,335.51,28.19,290.24,53.93,2027.09,499.04,55.34,186.65,66.92,135.67,293.21,64.81,32.81,91.9,69.62,208.98,43.03,64.35,126.43,,98.68,104.81,,79.08,69.14,42.6,11.07,194.32,227.06,186.41,13.61,70.84,39.4,1115.65,1129.19,220.57,195.1,144.05,139.7,49.71,121.34,104.2,62.82,17.67,43.86,85.33,295.43,95.57,196.52,156.69,41,85.61,43.6,196.72,56.79,60.7,47.4,98.61,167.03,391.43,79.68,236.9,44.06,83.68,108.87,36.28,78.06,80.74,83.27,56.12,125.03,48.85,67.03,46.31,170.19,32.11,76.12,207.14,110.25,245.34,141.68,106.23,50.02,132.45,50.31,60.015,55.44,85.65,82.73
5/31/2018,186.87,98.94,61.53,155.74,249.28,150.8,52.79,93.48,179.62,138.37,1629.62,98.3,352.16,29.04,293.96,54.75,2108.92,534.23,52.62,191.53,66.69,151.91,261.04,63.09,31.18,94,67.39,198.24,42.71,63.39,124.3,,99.28,99.47,,77.16,70.84,41.39,11.55,191.78,249.12,201.71,14.08,67.4,42.7,1084.99,1100,225.88,186.55,147.91,141.31,55.2,119.62,107.01,57.48,16.68,43,85.04,314.54,95.01,190.12,160.01,39.27,86.32,45.99,197.23,55.74,59.53,50.14,98.84,165.81,351.6,71.8,252.19,46.72,84.2,100.25,35.93,73.17,79.54,82.07,58.12,124.82,56.67,68.67,44.9,160.22,32.32,72.89,208.27,111.91,241.51,142.76,116.12,49.99,130.72,47.67,62.39,53.99,82.54,81.24
4/30/2018,165.26,96.55,58.13,151.2,221.6,153.65,56,97.82,174.48,136.36,1566.13,98.75,333.56,29.92,273.6,54.51,2178,521.5,52.13,193.73,68.27,144.36,271.29,65.23,31.39,90.62,65.5,197.16,44.29,69.83,125.11,,100.32,100.33,,80.16,66.41,39.68,11.24,172,247.2,201.31,14.07,72.23,36.74,1017.33,1018.58,238.33,184.8,144.68,144.96,51.62,126.49,108.78,56.38,15.82,43.21,81.07,320.84,82.43,178.27,167.44,39.5,80.13,47.67,194.39,56.11,58.87,51.62,93.52,163.91,312.46,68.39,224.9,45.67,77.26,100.94,36.61,72.34,82,74.61,51.01,120.15,57.57,68.56,46.12,156.34,32.7,72.6,210.35,101.43,236.4,133.63,113.5,50.45,126.88,49.35,66.45,51.96,88.46,77.75
3/29/2018,167.78,94.65,59.92,153.5,216.08,168.29,54.42,94.8,170.48,145.34,1447.34,93.28,327.88,29.99,273.82,51.53,2080.39,541.72,63.25,199.48,67.5,147.38,311.22,71.68,34.17,95.82,59.29,188.43,42.89,62.21,114.04,,97.91,100.44,,77.47,68.3,39.01,11.08,159.79,240.11,220.9,13.48,75.39,36.34,1031.79,1037.14,251.86,178.24,144.51,153.43,52.08,128.15,109.97,62.29,15.06,43.43,77.37,337.93,87.75,175.16,156.38,41.73,80.22,45.89,219.52,62.32,54.47,53.96,91.27,163.33,295.35,66.44,231.59,45.75,64.96,109.15,35.49,79.28,99.4,75.87,55.41,125.82,57.89,64.78,44.66,154.35,35.65,69.43,206.46,103.89,214,134.43,104.66,50.5,119.62,47.82,65.47,52.41,88.97,74.61
2/28/2018,178.12,115.83,60.33,161.01,209.13,154.22,57.34,92.26,183.77,139.33,1512.45,97.51,362.21,32.1,288.99,57.03,2034.04,549.43,66.2,207.2,75.49,154.63,341.93,68.97,36.21,97.93,54.31,190.9,44.78,67.73,111.92,,97.78,103.16,,75.34,71.06,37.04,10.61,178.32,246.41,222.45,14.11,78.73,39.35,1104.73,1103.92,262.93,182.27,151.11,155.83,49.29,129.88,115.5,67.05,16.2,43.22,77.02,352.44,89.59,175.76,157.74,43.9,79.89,46.19,235.51,62.95,54.22,56.02,93.77,152.15,291.38,67.03,242,50.67,65.6,109.73,36.31,78.52,103.55,79.41,65,134.74,57.1,65.64,43.06,153.51,36.3,75.41,208.58,108.35,226.16,130.25,104.41,54.36,122.94,47.74,68.89,58.41,90.01,75.74
1/31/2018,167.43,112.22,62.16,160.7,199.76,180.26,63.92,98.77,186.05,147.7,1450.89,99.4,354.37,32,347.81,56.7,1912.05,561.8,62.6,214.38,78.48,162.78,377.25,74.24,42.53,103.96,58.81,194.87,41.54,78.69,125.35,,101.28,108.67,,78.5,72.23,38.51,10.97,186.89,262.48,222.48,16.17,83.8,42.41,1169.94,1182.22,267.89,200.9,159.67,163.7,48.14,138.19,115.67,78.39,17.98,47.59,81.45,354.85,104.73,169,171.14,44.4,85.89,48.07,250.5,70.34,59.25,56.55,95.01,158.42,270.3,68.22,245.8,51.59,74.97,120.3,37.04,86.34,107.23,85.32,68.25,138.01,56.81,73.58,45.11,163.37,37.45,75.22,224.11,109.67,236.78,133.5,127.32,57.14,124.23,54.07,75.26,65.78,106.6,87.3
12/29/2017,169.23,96.71,57.07,153.09,175.24,163.58,59.58,104.71,173.9,142.67,1169.47,99.31,294.91,29.52,318.57,53.86,1737.74,513.71,61.28,198.22,74.41,157.58,335.96,75.45,40.05,99.58,54.89,186.12,38.3,72.5,125.19,,92.82,107.51,,84.11,69.69,39.41,12.49,176.46,249.54,203.45,17.45,71.64,40.99,1046.4,1053.4,254.76,189.53,153.36,153.42,46.16,139.72,106.94,77.76,18.07,45.88,84.46,321.05,92.94,151.36,172.12,42.8,80.75,50.56,235.37,71.41,56.27,52.47,85.54,156.19,191.96,62.55,193.5,47.28,73.66,119.92,36.22,91.88,105.65,73.62,64.02,127.57,57.43,67.39,48.09,171.74,38.88,65.25,189.88,104.44,220.46,134.1,119.15,53.58,114.02,52.93,72.62,60.67,98.75,83.64
11/30/2017,171.85,96.92,56.37,148.01,181.47,173.83,59.96,102.66,175.66,143.93,1176.75,97.71,276.8,28.17,322.17,54.74,1739.71,501.19,63.19,193.01,75.5,141.15,326.21,72.45,37.54,92,50.88,184.43,37.3,76.6,118.99,,94.36,104.82,,89.18,64.82,41.71,12.52,177.18,231.46,207.16,18.29,74.78,43.09,1021.41,1036.17,247.64,179.82,155.96,153.97,44.84,139.33,104.52,81.37,17.23,45.77,84.64,319.12,83.37,150.47,171.97,42.94,82.13,53.68,243.14,67.83,55.27,51.61,84.17,158.04,187.58,60.42,200.71,49.06,70.5,116.52,36.26,89.99,102.75,75.73,66.34,121.45,57.82,62.85,51.2,161.75,36.38,59.9,192.76,97.29,228.17,126.5,121.45,55.15,112.59,50.89,72.76,56.47,97.23,83.29
10/31/2017,169.04,90.25,54.23,142.36,175.16,177.23,64.61,93.86,175.22,143.67,1105.28,95.52,257.98,27.39,311.66,51.45,1911.96,470.83,61.66,186.94,73.5,135.8,334.17,70.45,36.03,92.18,51.15,161.08,34.15,68.53,115.89,,92.27,97.81,,88.31,64.46,40.21,12.27,180.06,225.81,202.98,20.16,74.96,42.98,1016.64,1033.04,242.48,165.78,144.16,154.06,45.49,139.41,100.61,77.33,18.11,45.98,81.94,308.16,79.95,148.77,166.91,41.43,80.52,53.58,230.19,64.22,55.09,50,83.18,155.07,196.43,54.99,206.81,50.9,64.57,110.23,35.06,86.34,104.64,72.56,51.01,119.76,54.84,64,52.2,155.33,33.65,59.04,193.83,96.69,210.22,115.79,117.53,54.38,109.98,47.87,66.27,56.14,87.31,83.35
9/29/2017,154.12,88.86,53.36,135.07,149.18,204.95,61.39,91.91,186.45,136.68,961.35,90.46,254.21,25.34,313.12,53.02,1830.82,447.09,63.74,183.32,72.74,124.71,363.42,72.85,38.48,84.66,50.05,164.29,33.63,81.32,117.5,,85.78,98.57,,83.92,62.84,37.67,11.97,170.87,225.58,205.58,24.18,81.02,40.38,959.11,973.72,237.19,163.56,141.74,145.08,38.08,130.01,95.51,77.55,19.18,45.01,85.54,310.29,79.94,141.2,156.68,40.66,77.77,51.95,209.9,63.42,64.03,48.17,74.49,146.55,181.35,51.85,178.77,48.35,64.21,111.43,35.7,90.98,111.01,64.03,51.84,116.08,53.71,69.76,49.14,161.01,39.17,59.01,189.2,89.64,195.85,115.97,120.09,53.59,105.24,49.49,77.22,55.15,78.14,81.98
